EventId,EventTemplate,Occurrences
fcea25a6,(<*>) CMD (test -x /<*> || ( cd / && run-parts --report /<*> )),1
d7be613d,Reloading The Apache HTTP Server.,1
bfae94f5,Reloaded The Apache HTTP Server.,1
f00095d5,[<*>.<*>] audit_printk_skb: <*> callbacks suppressed,1
eaaaf555,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): audit_pid=<*> old=<*> auid=<*> ses=<*> res=<*>,1
d2cbdf36,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=""systemd"" exe=""/<*>"" hostname=? addr=? terminal=? res=<*>'",1
bc9ac869,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): arch=<*> syscall=<*> success=<*> exit=<*> a0=<*> a1=<*> a2=<*> a3=<*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(<*>) ses=<*> comm=""(<*>)"" exe=""/<*>"" key=(<*>)",3
7ab0ca9a,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): item=<*> name=""/<*>"" inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype=<*>",2
c91504ad,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): <*>,3
ba7787c1,Stopping Security Auditing Service...,1
2e87be9e,The audit daemon is exiting.,1
bc851626,Stopped Security Auditing Service.,1
4624b2ab,audit log is not writable by owner,1
6be8674a,Starting Security Auditing Service...,1
53f856aa,Started dispatcher: /<*> pid: <*>,1
dd23ebe3,/<*>: No change,1
18e1df3f,Started Security Auditing Service.,1
b8001350,priority_boost_parser called with: <*>,1
cc63a5ac,No rules,1
669adf99,enabled <*>,2
769dc921,failure <*>,2
dce780ab,pid <*>,2
df89639b,rate_limit <*>,2
972148e8,backlog_limit <*>,2
f03cbe60,lost <*>,2
058f6143,backlog <*>,2
26a2e0f6,backlog_wait_time <*>,2
c5e4ee87,max_restarts_parser called with: <*>,1
0bf58d5e,"No plugins found, exiting",1
1dc1bdd9,"Init complete, auditd <*>.<*>.<*> listening for events (startup state enable)",1
19b52840,"[origin software=""rsyslogd"" swVersion=""<*>.<*>.<*>"" x-pid=""<*>"" x-info=""<*>""] rsyslogd was HUPed",1
b37fee6f,Starting Daily apt download activities...,1
43d542ce,Started Daily apt download activities.,1
8cabb1a7,apt-daily.timer: Adding <*> <*> <*> random time.,2
