EventId,EventTemplate,Occurrences
78b42a20,"Tue Mar <*> <*>:<*>:<*> <*> -> <*> is up to date (version: <*>, sigs: <*>, f-level: <*>, builder: <*>",18
8f8ad23c,"[<*>] Message sent to <*> <*> from <*> (<*>) [pid <*> on line <*> of ""/<*>""]",46
6039f7f0,"[<*>] Message sent to <*> <*>, <*> from <*> (<*>) [pid <*> on line <*> of ""/<*>""]",4
b6f5e68b,"[<*>] Message sent to <*> from <*> (<*>) [pid <*> on line <*> of ""/<*>""]",55
aca16d28,(<*>) CMD ( [ -x /<*> ] && if [ ! -d /<*> ]; then /<*>; fi),36
73f564e0,Starting Clean php session files...,36
6d8806bb,Started Clean php session files.,36
6385bb71,"[<*>] Message sent to <*> <*>, <*> <*> from <*> (<*>) [pid <*> on line <*> of ""/<*>""]",8
aa436bfa,(<*>) CMD ( cd / && run-parts --report /<*>),17
8dbb2c05,DHCPREQUEST of <*> on eth0 to <*> port <*>,4
151a0778,DHCPACK of <*> from <*>,4
032e2c6f,bound to <*> -- renewal in <*> seconds.,4
b7846b4e,Wed Mar <*> <*>:<*>:<*> <*> -> Received signal: wake up,12
6ad000fd,Wed Mar <*> <*>:<*>:<*> <*> -> ClamAV update process started at Wed Mar <*> <*>:<*>:<*> <*>,12
d7954569,Wed Mar <*> <*>:<*>:<*> <*> -> ^Your ClamAV installation is OUTDATED!,12
cdf0b291,Wed Mar <*> <*>:<*>:<*> <*> -> ^Local version: <*>.<*>.<*> Recommended version: <*>.<*>.<*>,12
d0f6fa37,Wed Mar <*> <*>:<*>:<*> <*> -> DON'T PANIC! Read <*>,12
df3544f5,"Wed Mar <*> <*>:<*>:<*> <*> -> <*> is up to date (version: <*>, sigs: <*>, f-level: <*>, builder: <*>",36
b37fee6f,Starting Daily apt download activities...,2
43d542ce,Started Daily apt download activities.,2
fac4355b,apt-daily.timer: Adding <*> <*> random time.,2
8cabb1a7,apt-daily.timer: Adding <*> <*> <*> random time.,2
fcea25a6,(<*>) CMD (test -x /<*> || ( cd / && run-parts --report /<*> )),1
d7be613d,Reloading The Apache HTTP Server.,1
bfae94f5,Reloaded The Apache HTTP Server.,1
f00095d5,[<*>.<*>] audit_printk_skb: <*> callbacks suppressed,1
eaaaf555,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): audit_pid=<*> old=<*> auid=<*> ses=<*> res=<*>,1
d2cbdf36,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=""systemd"" exe=""/<*>"" hostname=? addr=? terminal=? res=<*>'",1
0d6b83b4,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): arch=<*> syscall=<*> success=<*> exit=<*> a0=<*> a1=<*> a2=<*> a3=<*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(<*>) ses=<*> <*> exe=""/<*>"" key=(<*>)",4
be95a278,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): item=<*> name=""/<*>"" nametype=<*>",2
5f81f6ed,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): proctitle=<*>,2
ba7787c1,Stopping Security Auditing Service...,1
2e87be9e,The audit daemon is exiting.,1
bc851626,Stopped Security Auditing Service.,1
4624b2ab,audit log is not writable by owner,1
6be8674a,Starting Security Auditing Service...,1
53f856aa,Started dispatcher: /<*> pid: <*>,1
1dc1bdd9,"Init complete, auditd <*>.<*>.<*> listening for events (startup state enable)",1
b8001350,priority_boost_parser called with: <*>,1
c5e4ee87,max_restarts_parser called with: <*>,1
0bf58d5e,"No plugins found, exiting",1
dd23ebe3,/<*>: No change,1
cc63a5ac,No rules,1
669adf99,enabled <*>,2
769dc921,failure <*>,2
dce780ab,pid <*>,2
df89639b,rate_limit <*>,2
972148e8,backlog_limit <*>,2
f03cbe60,lost <*>,2
058f6143,backlog <*>,2
26a2e0f6,backlog_wait_time <*>,2
18e1df3f,Started Security Auditing Service.,1
19b52840,"[origin software=""rsyslogd"" swVersion=""<*>.<*>.<*>"" x-pid=""<*>"" x-info=""<*>""] rsyslogd was HUPed",1
76b18ae2,Starting Daily apt upgrade and clean activities...,1
be35dfa1,Started Daily apt upgrade and clean activities.,1
640a7d30,apt-daily-upgrade.timer: Adding <*> <*> random time.,2
