LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
36,mail.onion.com,Mar,4,12:20:06,mail,dovecot,imap(sadye): Logged out in=79 out=880,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['sadye', '79', '880']"
37,mail.onion.com,Mar,4,12:20:34,mail,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 2913 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '2913', '0', 'usr/share/php/Horde/Form/Type.php']"
38,mail.onion.com,Mar,4,12:20:34,mail,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 2913 on line 17 of ""/var/www/mail.onion.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '2913', '17', 'var/www/mail.onion.com/nag/lib/Form/Task.php']"
39,mail.onion.com,Mar,4,12:21:07,mail,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 1604 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '1604', '0', 'usr/share/php/Horde/Form/Type.php']"
40,mail.onion.com,Mar,4,12:21:07,mail,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 1604 on line 17 of ""/var/www/mail.onion.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '1604', '17', 'var/www/mail.onion.com/nag/lib/Form/Task.php']"
41,mail.onion.com,Mar,4,12:21:38,mail,dovecot,"imap-login: Login: user=<sadye>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=3999, secured, session=<52JQdgagbKl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<sadye>', 'PLAIN', '127.0.0.1', '127.0.0.1', '3999', 'session=<52JQdgagbKl/AAAB>']"
42,mail.onion.com,Mar,4,12:21:38,mail,dovecot,"imap(sadye): Error: file_dotlock_create(/var/mail/sadye) failed: Permission denied (euid=1004(sadye) egid=1004(sadye) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['sadye', '/var/mail/sadye', '1004(sadye', '1004(sadye', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
43,mail.onion.com,Mar,4,12:21:38,mail,dovecot,imap(sadye): Logged out in=79 out=880,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['sadye', '79', '880']"
44,mail.onion.com,Mar,4,12:21:42,mail,dovecot,"imap-login: Login: user=<leigha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=4002, secured, session=<WTSLdgagbql/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<leigha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '4002', 'session=<WTSLdgagbql/AAAB>']"
45,mail.onion.com,Mar,4,12:21:42,mail,dovecot,"imap(leigha): Error: file_dotlock_create(/var/mail/leigha) failed: Permission denied (euid=1010(leigha) egid=1010(leigha) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['leigha', '/var/mail/leigha', '1010(leigha', '1010(leigha', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
46,mail.onion.com,Mar,4,12:21:42,mail,dovecot,imap(leigha): Logged out in=79 out=879,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['leigha', '79', '879']"
47,mail.onion.com,Mar,4,12:22:20,mail,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 1213 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '1213', '0', 'usr/share/php/Horde/Form/Type.php']"
48,mail.onion.com,Mar,4,12:22:20,mail,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 1213 on line 17 of ""/var/www/mail.onion.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '1213', '17', 'var/www/mail.onion.com/nag/lib/Form/Task.php']"
49,mail.onion.com,Mar,4,12:23:03,mail,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 3903 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '3903', '0', 'usr/share/php/Horde/Form/Type.php']"
50,mail.onion.com,Mar,4,12:23:03,mail,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 3903 on line 17 of ""/var/www/mail.onion.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '3903', '17', 'var/www/mail.onion.com/nag/lib/Form/Task.php']"
51,mail.onion.com,Mar,4,12:23:04,mail,dovecot,"imap-login: Login: user=<leigha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=4011, secured, session=<vyJvewagcKl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<leigha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '4011', 'session=<vyJvewagcKl/AAAB>']"
52,mail.onion.com,Mar,4,12:23:04,mail,dovecot,"imap(leigha): Error: file_dotlock_create(/var/mail/leigha) failed: Permission denied (euid=1010(leigha) egid=1010(leigha) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['leigha', '/var/mail/leigha', '1010(leigha', '1010(leigha', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
53,mail.onion.com,Mar,4,12:23:04,mail,dovecot,imap(leigha): Logged out in=79 out=879,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['leigha', '79', '879']"
54,mail.onion.com,Mar,4,12:23:37,mail,dovecot,"imap-login: Login: user=<sadye>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=4020, secured, session=<+TlpfQagcql/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<sadye>', 'PLAIN', '127.0.0.1', '127.0.0.1', '4020', 'session=<+TlpfQagcql/AAAB>']"
55,mail.onion.com,Mar,4,12:23:37,mail,dovecot,"imap(sadye): Error: file_dotlock_create(/var/mail/sadye) failed: Permission denied (euid=1004(sadye) egid=1004(sadye) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['sadye', '/var/mail/sadye', '1004(sadye', '1004(sadye', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
56,mail.onion.com,Mar,4,12:23:37,mail,dovecot,imap(sadye): Logged out in=79 out=880,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['sadye', '79', '880']"
57,mail.onion.com,Mar,4,12:24:05,mail,dovecot,"imap-login: Login: user=<leigha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=4023, secured, session=<jzcOfwagdKl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<leigha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '4023', 'session=<jzcOfwagdKl/AAAB>']"
58,mail.onion.com,Mar,4,12:24:05,mail,dovecot,"imap(leigha): Error: file_dotlock_create(/var/mail/leigha) failed: Permission denied (euid=1010(leigha) egid=1010(leigha) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['leigha', '/var/mail/leigha', '1010(leigha', '1010(leigha', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
59,mail.onion.com,Mar,4,12:24:05,mail,dovecot,imap(leigha): Logged out in=79 out=879,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['leigha', '79', '879']"
60,mail.onion.com,Mar,4,12:25:04,mail,dovecot,"imap-login: Login: user=<leigha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=4034, secured, session=<YGyUggageKl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<leigha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '4034', 'session=<YGyUggageKl/AAAB>']"
